DATE,PRICE,ADDRESS,AREAS,BEDROOMS,PARKING-SPACES,BATHROOMS,CONDOMÍNIO,IPTU,TIPO
2021-08-05 19:32:45.143185-03:00,R$ 670.000,"Rua C 181, Jardim América",159 m²,5,5,3,R$ 450,,casas
2021-08-05 19:32:45.143582-03:00,R$ 1.899.000,"Rua GGC46, Residencial Goiânia Golfe Clube",300 m²,4,4,6,R$ 580,R$ 160,casas
2021-08-05 19:32:45.144028-03:00,R$ 1.100.000,"Setor Centro Oeste, Goiânia",290 m²,3,3,3,,R$ 84,casas
2021-08-05 19:32:45.144450-03:00,R$ 475.000,"Rua T 58, Setor Bueno",138 m²,4,2,2,,,casas
2021-08-05 19:32:45.144812-03:00,R$ 1.400.000,"Condomínio do Lago, Goiânia",350 m²,5,4,5,R$ 600,,casas
2021-08-05 19:32:45.145194-03:00,R$ 950.000,"Rua C75, Setor Sudoeste",538 m²,4,6,5,,,casas
2021-08-05 19:32:45.145532-03:00,R$ 998.000,"Avenida Guarujá, Jardim Atlântico",191 m²,4,3,5,R$ 300,R$ 300,casas
2021-08-05 19:32:45.145952-03:00,R$ 155.000,"Rua Sv Vinte e Três, Residencial Solar Ville",150 m²,2,3,2,,,casas
2021-08-05 19:32:45.146278-03:00,R$ 800.000,"Jardim América, Goiânia",346 m²,4,3,5,,,casas
2021-08-05 19:32:45.146642-03:00,R$ 750.000,"Rua Getúlio Vargas, Parque Anhangüera",360 m²,5,7,4,,,casas
2021-08-05 19:32:45.146977-03:00,R$ 900.000,"Rua JI 3, Residencial Humaita",246 m²,4,3,1,,,casas
2021-08-05 19:32:45.147332-03:00,R$ 790.000,"Setor Sul, Goiânia",250 m²,3,3,4,,,casas
2021-08-05 19:32:45.147672-03:00,R$ 650.000,"Rua Doutor Augusto Jungmann, Setor Crimeia Oeste",297 m²,4,,2,,,casas
2021-08-05 19:32:45.148017-03:00,R$ 1.550.000,"Rua das Figueiras, Jardins Lisboa",198 m²,4,2,5,,,casas
2021-08-05 19:32:45.148381-03:00,R$ 1.100.000,"Rua Tamboril, Santa Genoveva",407 m²,4,,4,,,casas
2021-08-05 19:32:45.148739-03:00,R$ 700.000,"Rua SV 2, Residencial Sonho Verde",527 m²,3,,3,,,casas
2021-08-05 19:32:45.149020-03:00,R$ 1.050.000,"Setor Faiçalville, Goiânia",456 m²,4,4,1,,,casas
2021-08-05 19:32:45.149385-03:00,R$ 400.000,"Setor Leste Vila Nova, Goiânia",376 m²,2,1,1,,,casas
2021-08-05 19:32:45.149729-03:00,R$ 1.008.000,"Via de Acesso GD3, Santa Genoveva",203 m²,4,4,5,R$ 400,,casas
2021-08-05 19:32:45.150116-03:00,R$ 1.390.000,"Rua GGC44, Residencial Goiânia Golfe Clube",220 m²,3,,4,,,casas
2021-08-05 19:32:45.150447-03:00,R$ 2.500.000,"Avenida Marginal Barreiro, Jardins Valencia",308 m²,4,4,5,,,casas
2021-08-05 19:32:45.150783-03:00,R$ 425.000,"Avenida C7, Setor Sudoeste",120 m²,4,1,3,R$ 320,,casas
2021-08-05 19:32:45.151161-03:00,R$ 1.950.000,"Avenida 136, Setor Sul",400 m²,3,2,4,,,casas
2021-08-05 19:32:45.151516-03:00,R$ 2.200.000,"Rua GGC 27, Residencial Goiânia Golfe Clube",252 m²,4,4,6,R$ 575,,casas
2021-08-05 19:32:45.151925-03:00,R$ 400.000,"Rua Cascata, Santa Genoveva",297 m²,3,8,3,,,casas
2021-08-05 19:32:45.152258-03:00,R$ 1.890.000,"Rua Tibagi, Jardins Verona",303 m²,4,6,5,R$ 1,R$ 1,casas
2021-08-05 19:32:45.152696-03:00,R$ 4.000.000,"Setor Bueno, Goiânia",400 m²,4,3,4,,,casas
2021-08-05 19:32:45.153019-03:00,R$ 235.000,"Avenida Marechal Rondon, Vila São Luiz",120 m²,2,1,2,R$ 270,,casas
2021-08-05 19:32:45.153442-03:00,R$ 670.000,"Rua 15, Setor Central",435 m²,4,,1,,,casas
2021-08-05 19:32:45.153758-03:00,R$ 600.000,"Rua PL 8, Loteamento Areiao",200 m²,4,2,3,,,casas
2021-08-05 19:32:45.154111-03:00,R$ 2.200.000,"Jardins Atenas, Goiânia",420 m²,3,2,5,R$ 650,,casas
2021-08-05 19:32:45.154516-03:00,R$ 570.000,"Setor Sudoeste, Goiânia",280 m²,3,5,1,,,casas
2021-08-05 19:32:45.154846-03:00,R$ 400.000,"Rua Jari, Parque Amazônia",165 m²,4,3,2,,,casas
2021-08-05 19:32:45.155199-03:00,R$ 630.000,"Rua VV 5, Village Veneza",180 m²,3,,4,,,casas
2021-08-05 19:32:45.155525-03:00,R$ 560.000,"Avenida Neddermeyer, Cidade Jardim",300 m²,3,,2,,,casas
2021-08-05 19:32:45.155858-03:00,R$ 569.000,"Goiania 2, Goiânia",160 m²,,2,3,,,casas
2021-08-05 19:32:45.156209-03:00,R$ 790.000,"Setor Jaó, Goiânia",260 m²,3,6,3,,,casas
2021-08-05 19:32:45.156583-03:00,R$ 700.000,"Rua Sabiá, Parque das Laranjeiras",266 m²,4,4,1,,,casas
2021-08-05 19:32:45.156917-03:00,R$ 540.000,"Rua 246, Setor Coimbra",180 m²,3,3,3,,,casas
2021-08-05 19:32:45.157248-03:00,R$ 690.000,"Rua F2, Parque das Laranjeiras",290 m²,5,2,5,,,casas
2021-08-05 19:32:45.157597-03:00,R$ 2.200.000,"Jardins Atenas, Goiânia",420 m²,3,2,5,R$ 650,,casas
2021-08-05 19:32:45.157988-03:00,R$ 350.000,"Rua Professor João Henrique Gonçalves, Setor Leste Vila Nova",150 m²,3,3,1,,,casas
2021-08-05 19:32:45.158315-03:00,R$ 3.890.000,"Rua das Dálias, Jardins Milão",450 m²,4,4,6,,,casas
2021-08-05 19:32:45.158680-03:00,R$ 1.650.000,"Rua das Tarumãs, Jardins Lisboa",330 m²,4,2,5,,,casas
2021-08-05 19:32:45.159043-03:00,R$ 1.990.000,"Avenida Santa Bárbara, Loteamento Portal do Sol II",380 m²,4,4,5,,,casas
2021-08-05 19:32:45.159385-03:00,R$ 700.000,"Rua Sabiá, Parque das Laranjeiras",266 m²,4,4,3,,,casas
2021-08-05 19:32:45.159743-03:00,R$ 400.000,"Três Marias , Goiânia",117 m²,3,,2,,,casas
2021-08-05 19:32:45.160078-03:00,R$ 700.000,"Rua Sabiá, Parque das Laranjeiras",266 m²,4,4,3,,,casas
2021-08-05 19:32:45.160451-03:00,R$ 400.000,"Três Marias , Goiânia",117 m²,3,,2,,,casas
2021-08-05 19:32:45.160850-03:00,R$ 2.980.000,"ALPHAVILLE GOIAS , Goiânia",300 m²,4,4,7,R$ 1,R$ 1,casas
2021-08-05 19:32:45.161302-03:00,R$ 2.100.000,"Rua GGC26, PORTAL DO SOL GREEN",252 m²,4,4,5,R$ 550,,casas
2021-08-05 19:32:45.161705-03:00,R$ 1.990.000,"Rodovia GO-020, PORTAL DO SOL GREEN",340 m²,3,2,4,R$ 530,R$ 1.600,casas
2021-08-05 19:32:45.162129-03:00,R$ 1.450.000,"Rua 823, Vila Osvaldo Rosa",426 m²,4,4,5,,,casas
2021-08-05 19:32:45.162503-03:00,R$ 2.750.000,"Jardins Paris, Goiânia",291 m²,3,4,3,,,casas
2021-08-05 19:32:45.162866-03:00,R$ 415.000,"Rua C192B, Jardim América",186 m²,4,,2,R$ 108,,casas
2021-08-05 19:32:45.163236-03:00,R$ 2.000.000,"Loteamento Portal do Sol II, Goiânia",358 m²,4,4,3,R$ 770,,casas
2021-08-05 19:32:45.163677-03:00,R$ 700.000,"Jardim Atlântico, Goiânia",147 m²,3,3,2,,,casas
2021-08-05 19:32:45.164037-03:00,R$ 720.000,"Setor Sul, Goiânia",251 m²,3,2,3,,,casas
2021-08-05 19:32:45.164385-03:00,R$ 1.800.000,"Rua J34, Setor Jaó",508 m²,4,5,7,,,casas
2021-08-05 19:32:45.164759-03:00,R$ 1.600.000,"Rua J34, Setor Jaó",508 m²,4,5,5,,R$ 2.600,casas
2021-08-05 19:32:45.165167-03:00,R$ 1.000.000,"Setor Bueno, Goiânia",159 m²,3,2,4,,R$ 1.200,casas
2021-08-05 19:32:45.165554-03:00,R$ 1.000.000,"Setor Bueno, Goiânia",159 m²,3,2,4,,R$ 1.200,casas
2021-08-05 19:32:45.165945-03:00,R$ 1.350.000,"Residencial Goiânia Golfe Clube, Goiânia",217 m²,3,4,3,R$ 527,,casas
2021-08-05 19:32:45.166339-03:00,R$ 1.450.000,"Rodovia GO-040, Jardins Lisboa",193 m²,3,4,4,R$ 650,,casas
2021-08-05 19:32:45.166755-03:00,R$ 780.000,"Rua SH8, Residencial Shangri la I",1960 m²,3,6,2,,,casas
2021-08-05 19:32:45.167123-03:00,R$ 399.000,"Rua Alvarenga Peixoto, Cidade Jardim",380 m²,4,1,2,,,casas
2021-08-05 19:32:45.167516-03:00,R$ 1.090.000,"Santa Genoveva, Goiânia",420 m²,5,6,7,,,casas
2021-08-05 19:32:45.167938-03:00,R$ 825.000,"Rua C200, Jardim América",437 m²,6,4,4,,,casas
2021-08-05 19:32:45.168274-03:00,R$ 1.300.000,"Rua VV 3, Village Veneza",355 m²,3,2,4,,,casas
2021-08-05 19:32:45.168617-03:00,R$ 900.000,"Rua JI 1, Residencial Humaita",243 m²,4,3,5,,R$ 500,casas
2021-08-05 19:32:45.169047-03:00,R$ 1.500.000,"Rua S 6, Setor Bela Vista",200 m²,3,4,3,,,casas
2021-08-05 19:32:45.169454-03:00,R$ 1.450.000,"Rua SB 26, Loteamento Portal do Sol II",390 m²,3,4,4,,,casas
2021-08-05 19:32:45.169794-03:00,R$ 670.000,"Jardim América, Goiânia",280 m²,5,,3,,,casas
2021-08-05 19:32:45.170171-03:00,R$ 300.000,"Jardim Vila Boa, Goiânia",360 m²,1,,1,,,casas
2021-08-05 19:32:45.170558-03:00,R$ 3.150.000,"Rua das Margaridas, Jardins Milão",324 m²,4,3,6,,,casas
2021-08-05 19:32:45.170886-03:00,R$ 530.000,"Rua C210, Jardim América",275 m²,3,,1,,,casas
2021-08-05 19:32:45.171486-03:00,R$ 1.950.000,"Condomínio do Lago, Goiânia",350 m²,4,2,4,R$ 640,,casas
2021-08-05 19:32:45.172034-03:00,R$ 1.350.000,"Residencial Goiânia Golfe Clube, Goiânia",217 m²,3,4,3,R$ 527,,casas
2021-08-05 19:32:45.172552-03:00,R$ 575.000,"Setor Jaó, Goiânia",120 m²,2,6,2,,R$ 1.400,casas
2021-08-05 19:32:45.173163-03:00,R$ 1.400.000,"Residencial Goiânia Golfe Clube, Goiânia",228 m²,3,4,5,R$ 550,,casas
2021-08-05 19:32:45.173854-03:00,R$ 450.000,"Rua B, Vila Viana",230 m²,4,6,2,,,casas
2021-08-05 19:32:45.174539-03:00,R$ 650.000,"Setor Goiânia 2, Goiânia",180 m²,3,2,1,,,casas
2021-08-05 19:32:45.175221-03:00,R$ 1.950.000,"Rua SB 33, Loteamento Portal do Sol II",380 m²,4,2,5,R$ 600,,casas
2021-08-05 19:32:45.175969-03:00,R$ 690.000,"Travessa 1, Jardim Atlântico",178 m²,3,17,2,,,casas
2021-08-05 19:32:45.176630-03:00,R$ 2.200.000,"Rua Madri 2, Jardins Madri",405 m²,4,4,6,,,casas
2021-08-05 19:32:45.177269-03:00,R$ 1.500.000,"Rua GGC24, PORTAL DO SOL GREEN",230 m²,3,6,5,,,casas
2021-08-05 19:32:45.177978-03:00,R$ 575.000,"Setor Jaó, Goiânia",120 m²,2,6,2,,R$ 1.400,casas
2021-08-05 19:32:45.178682-03:00,R$ 1.500.000,"Alameda Pampulha, Setor Jaó",440 m²,3,4,5,,,casas
2021-08-05 19:32:45.179305-03:00,R$ 1.590.000,"Rua GGC24, Residencial Goiânia Golfe Clube",226 m²,3,4,5,R$ 650,,casas
2021-08-05 19:32:45.180102-03:00,R$ 3.800.000,"Rua Carina, Residencial Alphaville Flamboyant",420 m²,4,4,6,,,casas
2021-08-05 19:32:45.180714-03:00,R$ 1.600.000,"Residencial Goiânia Golfe Clube, Goiânia",240 m²,3,4,3,,,casas
2021-08-05 19:32:45.181337-03:00,R$ 4.350.000,"Avenida Deputado Jamel Cecílio, Residencial Alphaville Flamboyant",400 m²,5,3,6,,,casas
2021-08-05 19:32:45.182174-03:00,R$ 800.000,"Rua S 6, Setor Bela Vista",420 m²,3,5,4,,,casas
2021-08-05 19:32:45.182931-03:00,R$ 900.000,"Avenida Sucuri, Setor Jaó",320 m²,3,,3,,,casas
2021-08-05 19:32:45.183659-03:00,R$ 450.000,"Parque das Flores, Goiânia",120 m²,3,1,2,,,casas
2021-08-05 19:32:45.184317-03:00,R$ 1.500.000,"Rua Madri 12, Jardins Madri",240 m²,4,4,6,R$ 580,R$ 1.600,casas
2021-08-05 19:32:45.185164-03:00,R$ 1.300.000,"Jardim Goiás, Goiânia",400 m²,4,6,6,,,casas
2021-08-05 19:32:45.185800-03:00,R$ 1.100.000,"Rua C31, Jardim América",432 m²,4,2,5,,,casas
2021-08-05 19:32:45.186400-03:00,R$ 500.000,"Parque Amazônia, Goiânia",276 m²,3,3,2,,,casas
2021-08-05 19:32:45.187048-03:00,R$ 750.000,"Rua 89, Setor Sul",250 m²,3,4,2,,,casas
2021-08-05 19:32:45.187683-03:00,R$ 2.300.000,"Alphaville Flamboyant Residencial Araguaia, Goiânia",250 m²,4,4,6,,,casas
2021-08-05 19:32:45.188340-03:00,R$ 1.100.000,"Avenida C235, Setor Bueno",240 m²,3,2,2,,,casas
2021-08-05 19:32:45.189012-03:00,R$ 4.480.000,"Rua Carina, Residencial Alphaville Flamboyant",480 m²,4,4,6,,,casas
2021-08-05 19:32:45.189674-03:00,R$ 850.000,"Rua T 30, Setor Bueno",290 m²,4,3,1,,,casas
2021-08-05 19:32:45.190319-03:00,R$ 2.745.000,"Residencial Aldeia do Vale, Goiânia",410 m²,4,4,6,R$ 1.000,,casas
2021-08-05 19:32:45.191442-03:00,R$ 1.600.000,"Rua SB 1, Loteamento Portal do Sol I",259 m²,4,2,4,,,casas
2021-08-05 19:32:45.192074-03:00,R$ 2.400.000,"Rua Alpha1, ALPHAVILLE GOIAS",301 m²,5,4,7,,,casas
2021-08-05 19:32:45.192720-03:00,R$ 5.200.000,"Rua Cachoeira Alta, Residencial Alphaville Flamboyant",450 m²,4,4,8,,,casas
2021-08-05 19:32:45.193381-03:00,R$ 290.000,"Residencial Licardino Ney, Goiânia",212 m²,2,2,1,,,casas
2021-08-05 19:32:45.193824-03:00,R$ 1.690.000,"Avenida dos Ipês, Jardins Lisboa",256 m²,4,6,6,R$ 600,R$ 3.000,casas
2021-08-05 19:32:45.194317-03:00,R$ 750.000,"Setor Leste Universitário, Goiânia",200 m²,4,6,1,,R$ 1.182,casas
2021-08-05 19:32:45.194756-03:00,R$ 350.000,"Setor Castelo Branco, Goiânia",44 m²,2,,1,,,casas
2021-08-05 19:32:45.195080-03:00,R$ 1.800.000,"Avenida dos Ipês, Jardins Lisboa",283 m²,4,5,4,,,casas
2021-08-05 19:32:45.195465-03:00,R$ 2.350.000,"Rua Rio Novo, Alphaville Flamboyant Residencial Araguaia",250 m²,4,4,6,,,casas
2021-08-05 19:32:45.195811-03:00,R$ 1.600.000,"Rua Madri 20, Jardins Madri",280 m²,4,4,5,R$ 450,,casas
2021-08-05 19:32:45.196224-03:00,R$ 900.000,"Avenida Marginal Sul, Setor dos Funcionários",470 m²,3,2,3,,,casas
2021-08-05 19:32:45.196647-03:00,R$ 2.199.000,"Rua dos Ipês, Jardins Valencia",391 m²,4,4,5,,,casas
2021-08-05 19:32:45.196989-03:00,R$ 740.000,"Avenida Nero Macedo, Cidade Jardim",225 m²,4,2,5,,,casas
2021-08-05 19:32:45.197363-03:00,R$ 4.480.000,"Alphaville Cruzeiro, Goiânia",480 m²,4,2,5,,,casas
2021-08-05 19:32:45.197734-03:00,R$ 945.000,"Rua P 25, Setor Centro Oeste",332 m²,3,2,4,,,casas
2021-08-05 19:32:45.198087-03:00,R$ 990.000,"Avenida T 3, Setor Bueno",180 m²,3,5,3,,,casas
2021-08-05 19:32:45.198506-03:00,R$ 421.500,"Rua CM11, Setor Candida de Morais",276 m²,5,6,3,,,casas
2021-08-05 19:32:45.198846-03:00,R$ 1.250.000,"Setor Sul, Goiânia",540 m²,3,3,2,,,casas
2021-08-05 19:32:45.199220-03:00,R$ 1.500.000,"Rua GGC26, PORTAL DO SOL GREEN",225 m²,4,4,6,R$ 550,,casas
2021-08-05 19:32:45.199653-03:00,R$ 1.500.000,"Rua GGC26, PORTAL DO SOL GREEN",221 m²,3,4,5,R$ 550,,casas
2021-08-05 19:32:45.200047-03:00,R$ 2.500.000,"Rua Madri 1, Jardins Madri",290 m²,4,4,5,,,casas
2021-08-05 19:32:45.200386-03:00,R$ 2.500.000,"Rua Madri 1, Jardins Madri",589 m²,3,4,5,,,casas
2021-08-05 19:32:45.200764-03:00,R$ 1.550.000,"Residencial Goiânia Golfe Clube, Goiânia",240 m²,3,4,3,,,casas
2021-08-05 19:32:45.201107-03:00,R$ 1.100.000,"Rua 805, Vila Colemar Natal E Silva",320 m²,4,8,3,,,casas
2021-08-05 19:32:45.201483-03:00,R$ 630.000,"Avenida Vieira Santos Q 17, Jardim Itaipu",329 m²,3,1,1,,,casas
2021-08-05 19:32:45.201851-03:00,R$ 3.800.000,"Avenida Floresta, Residencial Aldeia do Vale",474 m²,4,5,7,,,casas
2021-08-05 19:32:45.202198-03:00,R$ 800.000,"Setor Negrão de Lima, Goiânia",279 m²,3,4,1,,,casas
2021-08-05 19:32:45.202545-03:00,R$ 435.000,"Praça Princesa Margareth, Jardim Europa",190 m²,4,2,2,,,casas
2021-08-05 19:32:45.202878-03:00,R$ 1.649.999,"Chácaras Maringá, Goiânia",436 m²,4,4,5,R$ 600,,casas
2021-08-05 19:32:45.203334-03:00,R$ 550.000,"Rua 1121, Setor Sul",504 m²,3,3,2,,,casas
2021-08-05 19:32:45.203676-03:00,R$ 1.800.000,"Alameda Florença, Residencial Granville",350 m²,4,3,4,,,casas
2021-08-05 19:32:45.204005-03:00,R$ 2.200.000,"Rua das Baronezas, Jardins Verona",360 m²,4,4,6,,,casas
2021-08-05 19:32:45.204338-03:00,R$ 650.000,"Rua VB 5, Residencial Vereda dos Buritis",171 m²,4,4,2,,,casas
2021-08-05 19:32:45.204705-03:00,R$ 600.000,"Setor Faiçalville, Goiânia",360 m²,4,3,2,,R$ 800,casas
2021-08-05 19:32:45.205206-03:00,R$ 600.000,"Setor Faiçalville, Goiânia",360 m²,4,3,2,,R$ 800,casas
2021-08-05 19:32:45.205626-03:00,R$ 450.000,"Avenida Guarujá, Jardim Atlântico",100 m²,3,,1,,,casas
2021-08-05 19:32:45.205943-03:00,R$ 2.200.000,"Jardins Valencia, Goiânia",300 m²,4,4,5,,,casas
2021-08-05 19:32:45.206285-03:00,R$ 2.300.000,"Avenida Diógenes Dolival Sampaio, Jardins Valencia",300 m²,4,4,4,,,casas
2021-08-05 19:32:45.206625-03:00,R$ 2.200.000,"Jardins Valencia, Goiânia",300 m²,4,4,5,,,casas
2021-08-05 19:32:45.206966-03:00,R$ 2.300.000,"Avenida Diógenes Dolival Sampaio, Jardins Valencia",300 m²,4,4,4,,,casas
2021-08-05 19:32:45.207300-03:00,R$ 990.000,"Parque Amazônia, Goiânia",375 m²,5,6,5,,,casas
2021-08-05 19:32:45.207658-03:00,R$ 4.500.000,"Rua Amarilis, Jardins Munique",395 m²,4,5,6,R$ 1.000,,casas
2021-08-05 19:32:45.208085-03:00,R$ 650.000,"Avenida São João, Vila São João",290 m²,4,2,1,,R$ 1.230,casas
2021-08-05 19:32:45.208503-03:00,R$ 960.000,"Rua 802, Setor Leste Vila Nova",270 m²,3,6,4,,,casas
2021-08-05 19:32:45.209005-03:00,R$ 1.650.000,"Avenida Alfredo Nasser, Condomínio do Lago",436 m²,5,3,4,R$ 589,,casas
2021-08-05 19:32:45.209461-03:00,R$ 799.000,"Rua C 178, Setor Nova Suiça",192 m²,3,2,4,,,casas
2021-08-05 19:32:45.209805-03:00,R$ 614.000,"Rua Maçaranduba, Goiania 2",160 m²,3,2,1,R$ 350,R$ 600,casas
2021-08-05 19:32:45.210228-03:00,R$ 500.000,"Rua Levi Batista da Silveira, Residencial Vale dos Sonhos",460 m²,4,4,3,,,casas
2021-08-05 19:32:45.210582-03:00,R$ 300.000,"Rua 1, Setor Castelo Branco",360 m²,2,,1,,,casas
2021-08-05 19:32:45.210917-03:00,R$ 670.000,"Rua R 15, Setor Oeste",175 m²,3,2,2,,R$ 780,casas
2021-08-05 19:32:45.211296-03:00,R$ 1.390.000,"Rua GGC26, Residencial Goiânia Golfe Clube",220 m²,3,,3,,,casas
2021-08-05 19:32:45.211635-03:00,R$ 850.000,"Avenida Doutor Francisco Xavier de Almeida, Setor Crimeia Oeste",300 m²,4,4,3,,,casas
2021-08-05 19:32:45.211983-03:00,R$ 2.500.000,"Rua dos Jacarandás, Jardins Valencia",352 m²,4,3,5,,,casas
2021-08-05 19:32:45.212324-03:00,R$ 2.290.000,"Avenida A2, Jardins Atenas",320 m²,3,4,5,,,casas
2021-08-05 19:32:45.212658-03:00,R$ 360.000,"Rua 29-A, Setor Central",250 m²,5,2,2,,R$ 3.515,casas
2021-08-05 19:32:45.213044-03:00,R$ 1.750.000,"Rua das Figueiras, Jardins Lisboa",272 m²,3,4,6,,,casas
2021-08-05 19:32:45.213413-03:00,R$ 650.000,"Rua da Tremelga, Jardim Atlântico",275 m²,4,4,5,,,casas
2021-08-05 19:32:45.213742-03:00,R$ 500.000,"Rua Heitor Fleury, Cidade Jardim",252 m²,4,2,3,,R$ 1.575,casas
2021-08-05 19:32:45.214124-03:00,R$ 1.250.000,"Setor Bueno, Goiânia",378 m²,3,,1,,,casas
2021-08-05 19:32:45.214476-03:00,R$ 1.500.000,"Rua Lago 1, Condomínio do Lago",236 m²,3,3,5,,,casas
2021-08-05 19:32:45.214844-03:00,R$ 695.000,"Rua 63, Setor Central",250 m²,6,5,4,,,casas
2021-08-05 19:32:45.215190-03:00,R$ 1.000.000,"Avenida Perimetral, Setor Oeste",553 m²,4,3,5,,,casas
2021-08-05 19:32:45.215527-03:00,R$ 599.999,"Rua 5, Setor Aeroporto",90 m²,2,2,1,,,casas
2021-08-05 19:32:45.215852-03:00,R$ 4.690.000,"Rua Iaciara, ALPHAVILLE GOIAS",530 m²,4,4,6,,,casas
2021-08-05 19:32:45.216191-03:00,R$ 750.000,"Rua do Tritão, Jardim Atlântico",180 m²,3,,4,,,casas
2021-08-05 19:32:45.216531-03:00,R$ 2.200.000,"Rua dos Jacarandás, Jardins Valencia",391 m²,4,4,5,,,casas
2021-08-05 19:32:45.216877-03:00,R$ 4.500.000,"Residencial Alphaville Flamboyant, Goiânia",580 m²,5,4,1,,,casas
2021-08-05 19:32:45.217250-03:00,R$ 450.000,"Setor dos Funcionários, Goiânia",150 m²,3,1,2,,,casas
2021-08-05 19:32:45.217584-03:00,R$ 1.250.000,"Avenida São Francisco, Santa Genoveva",275 m²,3,3,3,,,casas
2021-08-05 19:32:45.217911-03:00,R$ 750.000,"Rua C 139, Nova Suica",360 m²,4,2,1,,,casas
2021-08-05 19:32:45.218270-03:00,R$ 790.000,"Jardim Atlântico, Goiânia",290 m²,4,4,2,,,casas
2021-08-05 19:32:45.218623-03:00,R$ 1.509.000,"Rua GGC18,",286 m²,3,4,4,,,casas
2021-08-05 19:32:45.218965-03:00,R$ 1.200.000,"Rua da Concórdia, Santa Genoveva",163 m²,3,4,4,,,casas
2021-08-05 19:32:45.219318-03:00,R$ 1.390.000,"Residencial Goiânia Golfe Clube, Goiânia",220 m²,3,,3,R$ 596,,casas
2021-08-05 19:32:45.219720-03:00,R$ 2.000.000,"Residencial Granville, Goiânia",453 m²,4,4,6,,,casas
2021-08-05 19:32:45.220053-03:00,R$ 1.050.000,"Rua T 49, Setor Bueno",215 m²,3,3,1,,R$ 3.967,casas
2021-08-05 19:32:45.220451-03:00,R$ 550.000,"Jardim da Luz, Goiânia",120 m²,3,2,3,,,casas
2021-08-05 19:32:45.220797-03:00,R$ 650.000,"Rua 220, Setor Leste Universitário",180 m²,3,7,1,,,casas
2021-08-05 19:32:45.221155-03:00,R$ 650.000,"Rua C 158, Jardim América",198 m²,4,2,5,,R$ 2.500,casas
2021-08-05 19:32:45.221572-03:00,R$ 300.000,"Setor Castelo Branco, Goiânia",140 m²,3,,1,,,casas
2021-08-05 19:32:45.221886-03:00,R$ 3.300.000,"Rua Ivaí, Alphaville Flamboyant Residencial Araguaia",276 m²,4,4,5,R$ 1.500,,casas
2021-08-05 19:32:45.222303-03:00,R$ 550.000,"Jardim da Luz, Goiânia",120 m²,3,2,3,,,casas
2021-08-05 19:32:45.222662-03:00,R$ 1.200.000,"Jardim Goiás, Goiânia",600 m²,5,5,1,,,casas
2021-08-05 19:32:45.222946-03:00,R$ 650.000,"Avenida Oriente, Setor Alto do Vale",156 m²,3,3,2,,,casas
2021-08-05 19:32:45.223304-03:00,R$ 390.000,"Rua Benjamin Constant, Vila Abajá",480 m²,3,,2,,,casas
2021-08-05 19:32:45.223650-03:00,R$ 475.000,"Rua 239, Vila Monticelli",100 m²,5,6,1,,,casas
2021-08-05 19:32:45.223975-03:00,R$ 790.000,"Setor Coimbra, Goiânia",460 m²,4,5,4,,,casas
2021-08-05 19:32:45.224321-03:00,R$ 4.500.000,"Residencial Aldeia do Vale, Goiânia",596 m²,4,4,6,R$ 1.500,R$ 5.000,casas
2021-08-05 19:32:45.224776-03:00,R$ 1.450.000,"Jardins Lisboa, Goiânia",198 m²,4,3,6,,,casas
2021-08-05 19:32:45.225105-03:00,R$ 750.000,"Vila Santa Rita, Goiânia",523 m²,5,4,3,,,casas
2021-08-05 19:32:45.225535-03:00,R$ 1.700.000,"Setor Marista, Goiânia",210 m²,2,3,4,,R$ 500,casas
2021-08-05 19:32:45.225931-03:00,R$ 1.750.000,"Rua Lago 4, Condomínio do Lago",330 m²,3,4,5,R$ 900,,casas
2021-08-05 19:32:45.226333-03:00,R$ 740.000,"Jardim Europa, Goiânia",349 m²,4,2,2,,,casas
2021-08-05 19:32:45.226678-03:00,R$ 860.000,"Residencial Alphaville Flamboyant, Goiânia",135 m²,3,2,1,,,casas
2021-08-05 19:32:45.227044-03:00,R$ 2.500.000,"Rua das Paineiras, Jardins Valencia",353 m²,4,6,6,,,casas
2021-08-05 19:32:45.227417-03:00,R$ 530.000,"Rua Nova Glória, Jardim Nova Esperança",320 m²,6,2,5,,,casas
2021-08-05 19:32:45.227746-03:00,R$ 1.450.000,"Rua GGC46, Residencial Goiânia Golfe Clube",240 m²,3,4,5,R$ 600,,casas
2021-08-05 19:32:45.228167-03:00,R$ 1.950.000,"Rua das Auroras, Jardins Verona",220 m²,4,,4,,,casas
2021-08-05 19:32:45.228499-03:00,R$ 550.000,"Jardim América, Goiânia",320 m²,3,,1,,,casas
2021-08-05 19:32:45.228820-03:00,R$ 2.700.000,"Residencial Alphaville, Goiânia",433 m²,4,4,6,R$ 700,,casas
2021-08-05 19:32:45.229199-03:00,R$ 420.000,"Rua Hematita, Santa Genoveva",143 m²,3,,1,,,casas
2021-08-05 19:32:45.229516-03:00,R$ 1.530.000,"Condomínio do Lago, Goiânia",247 m²,3,4,3,,,casas
2021-08-05 19:32:45.229847-03:00,R$ 1.750.000,"Jardins Atenas, Goiânia",280 m²,4,4,6,,,casas
2021-08-05 19:32:45.230173-03:00,R$ 1.800.000,"Residencial Granville, Goiânia",375 m²,4,4,6,R$ 600,,casas
2021-08-05 19:32:45.230577-03:00,R$ 370.000,"Praça Félix de Bulhões, Anhangüera",134 m²,3,,2,,,casas
